"0","False","0","0","","0","0","0","0","0","0","0","0","0","0"
"1","False","0","0","","0","0","0","0","0","0","0","0","0","0"
"2","False","0","0","","0","0","0","0","0","0","0","0","0","0"
"3","False","0","0","","0","0","0","0","0","0","0","0","0","0"
"4","False","0","0","","0","0","0","0","0","0","0","0","0","0"
"5","False","0","0","","0","0","0","0","0","0","0","0","0","0"
"6","False","0","0","","0","0","0","0","0","0","0","0","0","0"
"7","False","0","0","","0","0","0","0","0","0","0","0","0","0"
"8","False","0","0","","0","0","0","0","0","0","0","0","0","0"
"9","False","0","0","","0","0","0","0","0","0","0","0","0","0"
"10","False","0","0","","0","0","0","0","0","0","0","0","0","0"
"11","False","0","0","","0","0","0","0","0","0","0","0","0","0"
"12","False","0","0","","0","0","0","0","0","0","0","0","0","0"
"13","False","0","0","","0","0","0","0","0","0","0","0","0","0"
"14","False","0","0","","0","0","0","0","0","0","0","0","0","0"
"15","False","0","0","","0","0","0","0","0","0","0","0","0","0"
"16","False","0","0","","0","0","0","0","0","0","0","0","0","0"
"17","False","0","0","","0","0","0","0","0","0","0","0","0","0"
"18","False","0","0","","0","0","0","0","0","0","0","0","0","0"
"19","False","0","0","","0","0","0","0","0","0","0","0","0","0"
"20","False","0","0","","0","0","0","0","0","0","0","0","0","0"
