"45056","ドリーム・オブ・デリシャス","0","","0","0","1","0","0","","ドリーム・オブ・デリシャス","33639","1","1","1","0","84","0","13","5","21550","1","True","True","False","False","99999","1","False","2","False","0","2","0","11","1","21800","0","False","False","0","1","0","1","93","0","0","11","1801, 123, 1, 0","1851, 123, 1, 0","29","1","9","5","2560","3","0","0","0","0","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","False","False","0","True"
"45057","ドリーム・オブ・スプリング","0","","0","0","1","0","0","","ドリーム・オブ・スプリング","34018","1","1","1","0","87","0","13","5","5550","1","True","True","False","False","99999","1","False","2","False","0","2","0","9","1","21800","0","False","False","0","1","0","1","98","0","0","1","1519, 1, 1, 0","0, 0, 0, 0","32","1","9","5","2960","3","0","0","0","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","False","False","0","True"
"45058","ドリーム・オブ・ロマンス","0","","0","0","1","0","0","","ドリーム・オブ・ロマンス","34512","1","1","1","0","88","0","13","5","27550","1","True","True","False","False","99999","1","False","2","False","0","2","0","14","1","21800","0","False","False","0","1","0","1","96","0","0","4","2001, 102, 1, 0","2099, 1, 1, 0","31","2","9","5","2640","25","0","0","0","0","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","False","False","0","True"
"45059","ドリーム・オブ・ウィンター","0","","0","0","1","0","0","","ドリーム・オブ・ウィンター","34711","1","1","2","0","89","0","13","5","44550","1","True","True","False","False","99999","1","False","2","False","0","2","0","11","1","21800","0","False","False","0","1","0","1","99","0","0","6","2131, 1, 1, 0","2199, 1, 180, 0","33","1","9","9","3200","3","0","0","0","0","5","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","False","False","0","True"
"45060","傘之夢","0","","0","0","1","0","0","","傘之夢","36567","1","1","1","0","96","0","13","5","17550","1","True","True","False","False","99999","1","False","2","False","0","2","0","9","1","21800","0","False","False","0","1","0","1","111","0","0","3","2201, 86, 1, 0","2251, 101, 1, 0","34","1","9","5","2640","3","0","0","0","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","False","False","0","True"
"45061","ドリーム・オブ・レイン","0","","0","0","1","0","0","","ドリーム・オブ・レイン","36866","1","1","2","0","97","0","13","5","37550","1","True","True","False","False","99999","1","False","2","False","0","2","0","11","1","21800","0","False","False","0","1","0","1","112","0","0","5","2309, 1, 1, 0","2378, 1, 1, 0","35","2","9","9","3440","3","0","0","0","0","4","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","False","False","0","True"
"45062","ドリーム・オブ・ディープ","0","","0","0","1","0","0","","ドリーム・オブ・ディープ","36109","1","1","1","0","106","0","13","5","6550","1","True","True","False","False","99999","1","False","2","False","0","2","0","9","1","21800","0","False","False","0","1","0","1","149","0","0","1","2510, 1, 1, 0","0, 0, 0, 0","37","1","9","5","2800","3","0","0","0","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","False","False","0","True"
"45063","ドリーム・オブ・サマー","0","","0","0","1","0","0","","ドリーム・オブ・サマー","36308","1","1","1","0","107","0","13","5","28550","1","True","True","False","False","99999","1","False","2","False","0","2","0","11","1","21800","0","False","False","0","1","0","1","150","0","0","4","2601, 59, 1, 0","2651, 59, 1, 0","38","2","9","5","3120","25","0","0","0","0","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","False","False","0","True"
"45064","ドリーム・オブ・オータム","0","","0","0","1","0","0","","ドリーム・オブ・オータム","37279","1","1","1","0","108","0","13","5","11550","1","True","True","False","False","99999","1","False","2","False","0","2","0","8","1","21800","0","False","False","0","1","0","1","180","0","0","2","2822, 1, 1, 0","0, 0, 0, 0","39","1","9","5","3200","3","0","0","0","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","False","False","0","True"
"45065","ドリーム・オブ・フィースト","0","","0","0","1","0","0","","ドリーム・オブ・フィースト","37075","1","1","2","0","109","0","13","5","45550","1","True","True","False","False","99999","1","False","2","False","0","2","0","11","1","21800","0","False","False","0","1","0","1","181","0","0","6","2703, 11, 1, 0","0, 0, 0, 0","40","3","9","9","2800","3","0","0","0","0","5","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","False","False","0","True"
"45066","ドリーム・オブ・ハングリー","0","","0","0","1","0","0","","ドリーム・オブ・ハングリー","37442","1","1","1","0","110","0","13","5","22550","1","True","True","False","False","99999","1","False","1","False","0","2","0","11","1","21800","0","False","False","0","1","0","1","196","0","0","11","3101, 21, 1, 0","3151, 21, 1, 0","41","1","9","5","2640","3","0","0","0","0","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","False","False","0","True"
"45067","ドリーム・オブ・アート","0","","0","0","1","0","0","","ドリーム・オブ・アート","37652","1","1","2","0","111","0","13","5","38550","1","True","True","False","False","99999","1","False","2","False","0","2","0","14","1","21800","0","False","False","0","1","0","1","197","0","0","5","2907, 1, 1, 0","2951, 31, 1, 0","42","3","9","9","2960","3","0","0","0","0","4","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","False","False","0","True"
"45068","ドリーム・オブ・ベジタブル","0","","0","0","1","0","0","","ドリーム・オブ・ベジタブル","30278","1","1","3","0","11","0","2","5","2550","1","True","True","False","False","99999","1","False","2","True","0","2","0","10","1","21800","0","False","False","0","1","0","1","38","0","0","1","114, 1, 1, 0","0, 0, 0, 0","0","0","0","0","0","0","37","37","0","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","False","False","0","True"
"45069","ドリーム・オブ・ショータイム","0","","0","0","1","0","0","","ドリーム・オブ・ショータイム","39909","1","1","2","0","105","0","13","5","39550","1","True","True","False","False","99999","1","False","2","False","0","2","0","14","1","21800","0","False","False","0","1","0","1","129","0","0","5","2402, 1, 1, 0","0, 0, 0, 0","36","3","6","1","3280","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","False","False","0","True"
