"0","TEXT_BANMAM108_05268_SEQ_00","<hex:024804F201FC03><hex:024904F201FD03>特殊ルール： レベルアジャスト受注クラス・ジョブ制限<hex:0249020103><hex:0248020103><hex:02100103>※本クエストは受注時のクラスでのみ進行します。<hex:02100103><hex:02100103>ゴクゴルマ農園のカゲージャは、ブランチベアラーの飼育環境を整えたいようだ。"
"1","TEXT_BANMAM108_05268_SEQ_01","カゲージャに依頼された品を納品"
"2","TEXT_BANMAM108_05268_SEQ_02",""
"3","TEXT_BANMAM108_05268_SEQ_03",""
"4","TEXT_BANMAM108_05268_SEQ_04",""
"5","TEXT_BANMAM108_05268_SEQ_05",""
"6","TEXT_BANMAM108_05268_SEQ_06",""
"7","TEXT_BANMAM108_05268_SEQ_07",""
"8","TEXT_BANMAM108_05268_SEQ_08",""
"9","TEXT_BANMAM108_05268_SEQ_09",""
"10","TEXT_BANMAM108_05268_SEQ_10",""
"11","TEXT_BANMAM108_05268_SEQ_11",""
"12","TEXT_BANMAM108_05268_SEQ_12",""
"13","TEXT_BANMAM108_05268_SEQ_13",""
"14","TEXT_BANMAM108_05268_SEQ_14",""
"15","TEXT_BANMAM108_05268_SEQ_15",""
"16","TEXT_BANMAM108_05268_SEQ_16",""
"17","TEXT_BANMAM108_05268_SEQ_17",""
"18","TEXT_BANMAM108_05268_SEQ_18",""
"19","TEXT_BANMAM108_05268_SEQ_19",""
"20","TEXT_BANMAM108_05268_SEQ_20",""
"21","TEXT_BANMAM108_05268_SEQ_21",""
"22","TEXT_BANMAM108_05268_SEQ_22",""
"23","TEXT_BANMAM108_05268_SEQ_23",""
"24","TEXT_BANMAM108_05268_TODO_00","<hex:0208F2018BE4E80511FF7F02087BE3E802E803FF4AE382BBE3838EE383BCE38386E383BBE3838DE383A8E383BCE382BEE38386E4BB98E8BF91E381AEE68EA1E68E98E5A0B4E381A702280AFF054974656DE8060103E38292E68EA1E68E98FF29E382ABE382B2E383BCE382B8E383A3E381AB02280AFF054974656DE8060103E38292E7B48DE5938103FFF201030208F0FEE4E80512FF7C020878E3E802E803FF47E382BBE3838EE383BCE38386E383BBE3838DE383A8E383BCE382BEE38386E4BB98E8BF91E381AEE889AFE69CA8E381A702280AFF054974656DE8060103E38292E4BC90E68EA1FF29E382ABE382B2E383BCE382B8E383A3E381AB02280AFF054974656DE8060103E38292E7B48DE5938103FF7C020878E4E80513FF7002086CE3E802E803FF3BE382BBE3838EE383BCE38386E383BBE383A2E382B7E383A5E38388E383A9E383ABE381A702280AFF054974656DE8060103E38292E987A3E3828BFF29E382ABE382B2E383BCE382B8E383A3E381AB02280AFF054974656DE8060103E38292E7B48DE5938103FF010303>"
