"0","TEXT_BANMAM124_05284_SEQ_00","<hex:024804F201FC03><hex:024904F201FD03>特殊ルール： レベルアジャスト受注クラス・ジョブ制限<hex:0249020103><hex:0248020103><hex:02100103>※本クエストは受注時のクラスでのみ進行します。<hex:02100103><hex:02100103>ゴクゴルマ農園のカゲージャは、呪光灯の触媒を必要としているようだ。"
"1","TEXT_BANMAM124_05284_SEQ_01","カゲージャに依頼された品を納品"
"2","TEXT_BANMAM124_05284_SEQ_02",""
"3","TEXT_BANMAM124_05284_SEQ_03",""
"4","TEXT_BANMAM124_05284_SEQ_04",""
"5","TEXT_BANMAM124_05284_SEQ_05",""
"6","TEXT_BANMAM124_05284_SEQ_06",""
"7","TEXT_BANMAM124_05284_SEQ_07",""
"8","TEXT_BANMAM124_05284_SEQ_08",""
"9","TEXT_BANMAM124_05284_SEQ_09",""
"10","TEXT_BANMAM124_05284_SEQ_10",""
"11","TEXT_BANMAM124_05284_SEQ_11",""
"12","TEXT_BANMAM124_05284_SEQ_12",""
"13","TEXT_BANMAM124_05284_SEQ_13",""
"14","TEXT_BANMAM124_05284_SEQ_14",""
"15","TEXT_BANMAM124_05284_SEQ_15",""
"16","TEXT_BANMAM124_05284_SEQ_16",""
"17","TEXT_BANMAM124_05284_SEQ_17",""
"18","TEXT_BANMAM124_05284_SEQ_18",""
"19","TEXT_BANMAM124_05284_SEQ_19",""
"20","TEXT_BANMAM124_05284_SEQ_20",""
"21","TEXT_BANMAM124_05284_SEQ_21",""
"22","TEXT_BANMAM124_05284_SEQ_22",""
"23","TEXT_BANMAM124_05284_SEQ_23",""
"24","TEXT_BANMAM124_05284_TODO_00","<hex:0208F20179E4E80511FF76020872E3E802E803FF41E8B6B3E9A696E381AEE5B08FE382BBE3838EE383BCE38386E4BB98E8BF91E381AEE5B2A9E5A0B4E381A702280AFF054974656DE8060103E38292E7A095E5B2A9FF29E382ABE382B2E383BCE382B8E383A3E381AB02280AFF054974656DE8060103E38292E7B48DE5938103FFF0FB0208F0F6E4E80512FF7D020879E3E802E803FF48E8B6B3E9A696E381AEE5B08FE382BBE3838EE383BCE38386E4BB98E8BF91E381AEE88D89E58888E5A0B4E381A70210010302280AFF054974656DE8060103E38292E88D89E58888FF29E382ABE382B2E383BCE382B8E383A3E381AB02280AFF054974656DE8060103E38292E7B48DE5938103FF7302086FE4E80513FF67020863E3E802E803FF32E8B6B3E9A696E381AEE5B08FE382BBE3838EE383BCE38386E381A702280AFF054974656DE8060103E38292E987A3E3828BFF29E382ABE382B2E383BCE382B8E383A3E381AB02280AFF054974656DE8060103E38292E7B48DE5938103FF010303>"
"25","TEXT_BANMAM124_05284_TODO_01",""
"26","TEXT_BANMAM124_05284_TODO_02",""
"27","TEXT_BANMAM124_05284_TODO_03",""
"28","TEXT_BANMAM124_05284_TODO_04",""
"29","TEXT_BANMAM124_05284_TODO_05",""
"30","TEXT_BANMAM124_05284_TODO_06",""
"31","TEXT_BANMAM124_05284_TODO_07",""
"32","TEXT_BANMAM124_05284_TODO_08",""
"33","TEXT_BANMAM124_05284_TODO_09",""
"34","TEXT_BANMAM124_05284_TODO_10",""
"35","TEXT_BANMAM124_05284_TODO_11",""
"36","TEXT_BANMAM124_05284_TODO_12",""
"37","TEXT_BANMAM124_05284_TODO_13",""
"38","TEXT_BANMAM124_05284_TODO_14",""
"39","TEXT_BANMAM124_05284_TODO_15",""
"40","TEXT_BANMAM124_05284_TODO_16",""
"41","TEXT_BANMAM124_05284_TODO_17",""
"42","TEXT_BANMAM124_05284_TODO_18",""
